# Constructed from biom file
#OTU ID	2014_study	2016_study
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;Other	1.3417429654e-05	0.000350129892748
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales	0.00142121543335	0.0275377243107
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Hydrogenophilales	6.19265984029e-06	0.0
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Methylophilales	1.54816496007e-06	0.0
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales	4.05103164552e-05	1.48430006346e-06
d:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfovibrionales	0.00229412244333	0.00903394495292
d:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfuromonadales	1.54816496007e-06	0.0
d:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales	2.47706393612e-05	4.25499351526e-05
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;Other	1.03210997338e-06	0.0
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Aeromonadales	2.01261444809e-05	0.0
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales	0.0	8.57595592223e-06
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Cardiobacteriales	1.80619245342e-06	0.0
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Chromatiales	0.0	0.0
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales	0.0311929436705	0.0151337585248
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales	0.0	2.12749675763e-05
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales	0.000462127240582	0.000640887782957
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales	0.000779243029903	2.4738334391e-06
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales	6.19265984029e-06	0.0
d:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales	1.03210997338e-06	0.0
d:Bacteria;p:Synergistetes;c:Synergistia;o:Synergistales	1.29013746673e-05	0.000195927608377
d:Bacteria;p:Tenericutes;c:Mollicutes;Other	0.0	5.17855799919e-05
d:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales	1.29013746673e-06	0.0
d:Bacteria;p:Verrucomicrobia;c:Opitutae;Other	1.54816496007e-06	0.0
d:Bacteria;p:Verrucomicrobia;c:Opitutae;o:Puniceicoccales	0.0	8.7408781515e-06
d:Bacteria;p:Verrucomicrobia;c:Verrucomicrobiae;o:Verrucomicrobiales	0.0596644713688	0.0348944101919
