	sequences per sample	iteration	LC01_F	LC02_F	LC03_F	LC05_F	LC06_F	LC07_F	LC08_F	LC10_F	LC11_F	LC12_F	LC13_F	LP02_F	LP03_F	LP04_F	LP05_F	LP06_F	LP08_F_REDO	LP09_F	LP11_F	LP12_F	LP13_F_REDO	LP14_F	LP16_F	LP17_F	LP18_F	LP19_F	LP20_F	s10832	s10852	s11287	s11367	s12389	s1624	s20844	s21911	s21944	s22683	s22756	s22787	s24010	s25149	s26891	s26917	s27111	s27321_9596	s27403	s27555	s27796	s28408	s28504	s28535	s28791	s29396	s29404	s29523	s29527	s29556	s29586	s29745	s29753	s29763	s29777	s29780_9504	s29848	s29934	s30012	s30239	s30731	s30879	s31091	s31166	s31202	s31219	s31369	s31407	s31475	s31659	s31686	s31716	s31761	s31904	s31943	s32025	s32109	s32186	s32573	s32679	s32994	s33276	s33833	sAI_5316	sAI_9042	sAI_9328
alpha_rarefaction_10_0.txt	10	0	0.964220183486	0.977064220183	0.964220183486	0.957798165138	0.957798165138	0.965137614679	0.971559633028	0.957798165138	0.976146788991	0.957798165138	0.957798165138	0.977064220183	0.965137614679	0.949541284404	0.964220183486	0.949541284404	0.957798165138	0.977981651376	0.957798165138	0.96880733945	0.976146788991	0.964220183486	0.970642201835	0.949541284404	0.974311926606	0.957798165138	0.964220183486	0.981651376147	0.949541284404	0.979816513761	0.988073394495	0.978899082569	0.965137614679	0.964220183486	0.979816513761	0.974311926606	0.957798165138	0.964220183486	0.964220183486	0.964220183486	0.970642201835	0.964220183486	0.964220183486	0.971559633028	0.964220183486	0.965137614679	0.957798165138	0.957798165138	0.976146788991	0.983486238532	0.957798165138	0.96880733945	0.949541284404	0.965137614679	0.970642201835	0.970642201835	0.974311926606	0.965137614679	0.970642201835	0.988990825688	0.985321100917	0.965137614679	0.96880733945	0.971559633028	0.96880733945	0.984403669725	0.975229357798	0.970642201835	0.988073394495	0.970642201835	0.949541284404	0.977064220183	0.970642201835	0.965137614679	0.981651376147	0.980733944954	0.957798165138	0.976146788991	0.970642201835	0.976146788991	0.965137614679	0.957798165138	0.96880733945	0.980733944954	0.964220183486	0.957798165138	0.970642201835	0.976146788991	0.949541284404	0.949541284404	0.984403669725	0.965137614679	0.980733944954
alpha_rarefaction_10_1.txt	10	1	0.957798165138	0.970642201835	0.957798165138	0.957798165138	0.964220183486	0.981651376147	0.971559633028	0.965137614679	0.957798165138	0.949541284404	0.949541284404	0.96880733945	0.957798165138	0.970642201835	0.965137614679	0.971559633028	0.964220183486	0.976146788991	0.965137614679	0.970642201835	0.980733944954	0.957798165138	0.964220183486	0.957798165138	0.964220183486	0.974311926606	0.965137614679	0.988073394495	0.96880733945	0.976146788991	0.976146788991	0.974311926606	0.965137614679	0.949541284404	0.982568807339	0.964220183486	0.970642201835	0.965137614679	0.974311926606	0.974311926606	0.957798165138	0.965137614679	0.979816513761	0.970642201835	0.964220183486	0.975229357798	0.957798165138	0.96880733945	0.957798165138	0.980733944954	0.964220183486	0.970642201835	0.964220183486	0.965137614679	0.949541284404	0.970642201835	0.977981651376	0.964220183486	0.964220183486	0.976146788991	0.985321100917	0.979816513761	0.970642201835	0.949541284404	0.971559633028	0.96880733945	0.957798165138	0.949541284404	0.977064220183	0.964220183486	0.985321100917	0.981651376147	0.964220183486	0.974311926606	0.984403669725	0.976146788991	0.970642201835	0.979816513761	0.980733944954	0.96880733945	0.957798165138	0.96880733945	0.949541284404	0.988073394495	0.949541284404	0.957798165138	0.970642201835	0.96880733945	0.957798165138	0.957798165138	0.970642201835	0.979816513761	0.970642201835
alpha_rarefaction_10_2.txt	10	2	0.970506912442	0.964976958525	0.957603686636	0.957603686636	0.957603686636	0.971428571429	0.970506912442	0.970506912442	0.964055299539	0.971428571429	0.964055299539	0.98064516129	0.964976958525	0.94930875576	0.96866359447	0.96866359447	0.964055299539	0.970506912442	0.964976958525	0.977880184332	0.983410138249	0.96866359447	0.957603686636	0.964976958525	0.96866359447	0.976036866359	0.957603686636	0.970506912442	0.96866359447	0.974193548387	0.975115207373	0.970506912442	0.976036866359	0.964976958525	0.98064516129	0.971428571429	0.957603686636	0.970506912442	0.957603686636	0.964055299539	0.985253456221	0.979723502304	0.976036866359	0.976958525346	0.979723502304	0.964976958525	0.957603686636	0.957603686636	0.971428571429	0.982488479263	0.976036866359	0.976036866359	0.957603686636	0.974193548387	0.94930875576	0.971428571429	0.970506912442	0.964055299539	0.964055299539	0.98064516129	0.985253456221	0.964055299539	0.971428571429	0.964055299539	0.974193548387	0.985253456221	0.964055299539	0.964976958525	0.970506912442	0.957603686636	0.964055299539	0.971428571429	0.964976958525	0.970506912442	0.984331797235	0.970506912442	0.976036866359	0.976958525346	0.976958525346	0.964976958525	0.957603686636	0.970506912442	0.94930875576	0.981566820276	0.970506912442	0.964055299539	0.96866359447	0.977880184332	0.94930875576	0.94930875576	0.974193548387	0.974193548387	0.964055299539
alpha_rarefaction_10_3.txt	10	3	0.965333333333	0.966222222222	0.971555555556	0.971555555556	0.969777777778	0.966222222222	0.972444444444	0.965333333333	0.965333333333	0.951111111111	0.971555555556	0.972444444444	0.966222222222	0.976888888889	0.965333333333	0.975111111111	0.965333333333	0.959111111111	0.972444444444	0.959111111111	0.975111111111	0.965333333333	0.959111111111	0.972444444444	0.959111111111	0.976888888889	0.972444444444	0.985777777778	0.971555555556	0.975111111111	0.972444444444	0.971555555556	0.971555555556	0.976888888889	0.977777777778	0.979555555556	0.975111111111	0.979555555556	0.975111111111	0.965333333333	0.966222222222	0.965333333333	0.971555555556	0.965333333333	0.965333333333	0.966222222222	0.965333333333	0.969777777778	0.972444444444	0.985777777778	0.971555555556	0.966222222222	0.976888888889	0.975111111111	0.959111111111	0.982222222222	0.976	0.959111111111	0.965333333333	0.984888888889	0.985777777778	0.982222222222	0.969777777778	0.971555555556	0.959111111111	0.971555555556	0.959111111111	0.969777777778	0.981333333333	0.977777777778	0.966222222222	0.975111111111	0.971555555556	0.966222222222	0.982222222222	0.984	0.976	0.979555555556	0.981333333333	0.972444444444	0.951111111111	0.951111111111	0.951111111111	0.972444444444	0.959111111111	0.971555555556	0.982222222222	0.965333333333	0.959111111111	0.951111111111	0.978666666667	0.965333333333	0.978666666667
alpha_rarefaction_10_4.txt	10	4	0.970776255708	0.965296803653	0.949771689498	0.964383561644	0.964383561644	0.965296803653	0.981735159817	0.965296803653	0.968949771689	0.949771689498	0.95799086758	0.971689497717	0.964383561644	0.964383561644	0.971689497717	0.95799086758	0.970776255708	0.964383561644	0.95799086758	0.981735159817	0.979908675799	0.95799086758	0.95799086758	0.964383561644	0.964383561644	0.964383561644	0.977168949772	0.988127853881	0.970776255708	0.965296803653	0.974429223744	0.970776255708	0.964383561644	0.949771689498	0.985388127854	0.971689497717	0.964383561644	0.968949771689	0.95799086758	0.968949771689	0.981735159817	0.964383561644	0.976255707763	0.95799086758	0.970776255708	0.970776255708	0.95799086758	0.970776255708	0.971689497717	0.986301369863	0.976255707763	0.964383561644	0.95799086758	0.965296803653	0.949771689498	0.977168949772	0.978082191781	0.95799086758	0.971689497717	0.979908675799	0.970776255708	0.964383561644	0.97899543379	0.964383561644	0.968949771689	0.976255707763	0.95799086758	0.95799086758	0.976255707763	0.984474885845	0.95799086758	0.971689497717	0.95799086758	0.964383561644	0.97899543379	0.979908675799	0.976255707763	0.971689497717	0.977168949772	0.965296803653	0.964383561644	0.970776255708	0.964383561644	0.985388127854	0.964383561644	0.970776255708	0.978082191781	0.949771689498	0.964383561644	0.95799086758	0.974429223744	0.985388127854	0.982648401826
alpha_rarefaction_10_5.txt	10	5	0.964705882353	0.950226244344	0.958371040724	0.950226244344	0.950226244344	0.958371040724	0.974660633484	0.958371040724	0.958371040724	0.950226244344	0.950226244344	0.958371040724	0.971945701357	0.974660633484	0.971040723982	0.964705882353	0.971040723982	0.964705882353	0.971040723982	0.964705882353	0.978280542986	0.958371040724	0.964705882353	0.958371040724	0.971040723982	0.978280542986	0.976470588235	0.984615384615	0.965610859729	0.98371040724	0.964705882353	0.980995475113	0.971040723982	0.976470588235	0.988235294118	0.979185520362	0.965610859729	0.950226244344	0.964705882353	0.964705882353	0.974660633484	0.971040723982	0.958371040724	0.965610859729	0.958371040724	0.976470588235	0.950226244344	0.969230769231	0.971040723982	0.98371040724	0.958371040724	0.964705882353	0.958371040724	0.964705882353	0.950226244344	0.971040723982	0.964705882353	0.971945701357	0.964705882353	0.987330316742	0.980995475113	0.969230769231	0.971040723982	0.965610859729	0.965610859729	0.980090497738	0.965610859729	0.965610859729	0.964705882353	0.974660633484	0.969230769231	0.981900452489	0.950226244344	0.974660633484	0.988235294118	0.985520361991	0.97556561086	0.974660633484	0.964705882353	0.971040723982	0.950226244344	0.965610859729	0.950226244344	0.985520361991	0.964705882353	0.965610859729	0.980090497738	0.974660633484	0.958371040724	0.971040723982	0.980995475113	0.980995475113	0.964705882353
alpha_rarefaction_10_6.txt	10	6	0.96563876652	0.971806167401	0.971806167401	0.95154185022	0.96563876652	0.981497797357	0.97268722467	0.959471365639	0.96563876652	0.95154185022	0.95154185022	0.970044052863	0.971806167401	0.959471365639	0.971806167401	0.96563876652	0.971806167401	0.96563876652	0.96563876652	0.96563876652	0.983259911894	0.95154185022	0.95154185022	0.966519823789	0.970044052863	0.966519823789	0.977973568282	0.988546255507	0.976211453744	0.96563876652	0.981497797357	0.977092511013	0.970044052863	0.96563876652	0.985022026432	0.959471365639	0.96563876652	0.966519823789	0.977092511013	0.971806167401	0.977092511013	0.97268722467	0.977092511013	0.970044052863	0.971806167401	0.982378854626	0.96563876652	0.975330396476	0.96563876652	0.985022026432	0.96563876652	0.97268722467	0.95154185022	0.984140969163	0.971806167401	0.975330396476	0.977092511013	0.981497797357	0.96563876652	0.982378854626	0.981497797357	0.96563876652	0.971806167401	0.977092511013	0.97268722467	0.97268722467	0.959471365639	0.95154185022	0.982378854626	0.977092511013	0.971806167401	0.97268722467	0.971806167401	0.959471365639	0.988546255507	0.977092511013	0.985022026432	0.970044052863	0.977092511013	0.977092511013	0.970044052863	0.959471365639	0.95154185022	0.9859030837	0.96563876652	0.977092511013	0.982378854626	0.971806167401	0.959471365639	0.959471365639	0.976211453744	0.96563876652	0.97268722467
alpha_rarefaction_10_7.txt	10	7	0.962857142857	0.95619047619	0.95619047619	0.95619047619	0.98	0.96380952381	0.96380952381	0.967619047619	0.95619047619	0.95619047619	0.95619047619	0.969523809524	0.95619047619	0.962857142857	0.975238095238	0.95619047619	0.969523809524	0.962857142857	0.95619047619	0.969523809524	0.98	0.95619047619	0.967619047619	0.962857142857	0.969523809524	0.978095238095	0.974285714286	0.984761904762	0.962857142857	0.975238095238	0.979047619048	0.979047619048	0.975238095238	0.967619047619	0.984761904762	0.975238095238	0.947619047619	0.95619047619	0.967619047619	0.95619047619	0.98380952381	0.95619047619	0.967619047619	0.95619047619	0.962857142857	0.974285714286	0.947619047619	0.962857142857	0.969523809524	0.979047619048	0.962857142857	0.967619047619	0.969523809524	0.98	0.96380952381	0.969523809524	0.981904761905	0.962857142857	0.969523809524	0.975238095238	0.969523809524	0.962857142857	0.969523809524	0.967619047619	0.97619047619	0.975238095238	0.962857142857	0.967619047619	0.969523809524	0.962857142857	0.95619047619	0.97619047619	0.962857142857	0.962857142857	0.984761904762	0.980952380952	0.98380952381	0.978095238095	0.98	0.969523809524	0.95619047619	0.95619047619	0.947619047619	0.984761904762	0.947619047619	0.962857142857	0.982857142857	0.974285714286	0.962857142857	0.95619047619	0.98	0.973333333333	0.96380952381
alpha_rarefaction_10_8.txt	10	8	0.971428571429	0.966071428571	0.958928571429	0.965178571429	0.958928571429	0.971428571429	0.977678571429	0.969642857143	0.958928571429	0.965178571429	0.950892857143	0.965178571429	0.969642857143	0.969642857143	0.972321428571	0.965178571429	0.965178571429	0.965178571429	0.965178571429	0.958928571429	0.976785714286	0.950892857143	0.965178571429	0.965178571429	0.971428571429	0.958928571429	0.966071428571	0.9875	0.975	0.980357142857	0.977678571429	0.969642857143	0.966071428571	0.965178571429	0.985714285714	0.98125	0.958928571429	0.982142857143	0.965178571429	0.972321428571	0.983928571429	0.958928571429	0.975	0.965178571429	0.975	0.966071428571	0.965178571429	0.958928571429	0.969642857143	0.982142857143	0.976785714286	0.976785714286	0.976785714286	0.982142857143	0.958928571429	0.979464285714	0.984821428571	0.972321428571	0.975	0.984821428571	0.988392857143	0.971428571429	0.958928571429	0.969642857143	0.979464285714	0.975892857143	0.958928571429	0.958928571429	0.965178571429	0.966071428571	0.975892857143	0.972321428571	0.958928571429	0.980357142857	0.985714285714	0.98125	0.971428571429	0.975	0.976785714286	0.972321428571	0.958928571429	0.958928571429	0.950892857143	0.990178571429	0.965178571429	0.971428571429	0.98125	0.958928571429	0.958928571429	0.950892857143	0.983928571429	0.976785714286	0.975892857143
alpha_rarefaction_10_9.txt	10	9	0.964545454545	0.95	0.974545454545	0.970909090909	0.958181818182	0.958181818182	0.971818181818	0.958181818182	0.95	0.958181818182	0.958181818182	0.969090909091	0.964545454545	0.95	0.977272727273	0.970909090909	0.974545454545	0.974545454545	0.958181818182	0.978181818182	0.958181818182	0.964545454545	0.964545454545	0.965454545455	0.970909090909	0.978181818182	0.958181818182	0.981818181818	0.975454545455	0.975454545455	0.98	0.976363636364	0.974545454545	0.970909090909	0.981818181818	0.979090909091	0.95	0.958181818182	0.958181818182	0.964545454545	0.964545454545	0.965454545455	0.975454545455	0.965454545455	0.958181818182	0.977272727273	0.95	0.970909090909	0.964545454545	0.98	0.964545454545	0.979090909091	0.964545454545	0.985454545455	0.95	0.964545454545	0.983636363636	0.969090909091	0.976363636364	0.98	0.971818181818	0.980909090909	0.970909090909	0.964545454545	0.977272727273	0.985454545455	0.958181818182	0.95	0.974545454545	0.969090909091	0.971818181818	0.971818181818	0.958181818182	0.970909090909	0.987272727273	0.983636363636	0.976363636364	0.970909090909	0.974545454545	0.977272727273	0.970909090909	0.970909090909	0.95	0.988181818182	0.95	0.971818181818	0.964545454545	0.971818181818	0.95	0.95	0.970909090909	0.978181818182	0.964545454545
