	sequences per sample	iteration	LC01_F	LC02_F	LC03_F	LC05_F	LC06_F	LC07_F	LC08_F	LC10_F	LC11_F	LC12_F	LC13_F	LP02_F	LP03_F	LP04_F	LP05_F	LP06_F	LP08_F_REDO	LP09_F	LP11_F	LP12_F	LP13_F_REDO	LP14_F	LP16_F	LP17_F	LP18_F	LP19_F	LP20_F	s10832	s10852	s11287	s11367	s12389	s1624	s20844	s21911	s21944	s22683	s22756	s22787	s24010	s25149	s26891	s26917	s27111	s27321_9596	s27403	s27555	s27796	s28408	s28504	s28535	s28791	s29396	s29404	s29523	s29527	s29556	s29586	s29745	s29753	s29763	s29777	s29780_9504	s29848	s29934	s30012	s30239	s30731	s30879	s31091	s31166	s31202	s31219	s31369	s31407	s31475	s31659	s31686	s31716	s31761	s31904	s31943	s32025	s32109	s32186	s32573	s32679	s32994	s33276	s33833	sAI_5316	sAI_9042	sAI_9328
alpha_rarefaction_1526_0.txt	1526	0	151.052631579	68.2	141.666666667	221.25	266.9375	223.576923077	149.6	203.625	207.041666667	164.869565217	198.555555556	144.125	99.0	91.6	201.5	115.1	118.076923077	97.625	180.0	90.0	93.5	129.0	132.714285714	177.8125	60.6666666667	55.0	151.05	95.9375	98.6666666667	56.625	87.1538461538	99.1	106.0	99.8823529412	54.875	98.2142857143	140.666666667	184.965517241	92.25	82.375	106.333333333	109.272727273	83.2142857143	118.5	98.8666666667	101.461538462	146.5	93.9090909091	83.375	36.0	176.315789474	104.055555556	203.714285714	63.75	190.555555556	103.076923077	129.5	90.0	186.777777778	35.6666666667	153.25	49.0	88.4615384615	88.7142857143	96.2142857143	67.5	195.571428571	137.954545455	77.9090909091	87.9090909091	93.75	86.9285714286	149.0	141.769230769	44.4285714286	59.6666666667	184.111111111	53.6	70.0	104.6	267.84	147.4	255.565217391	80.6153846154	179.3125	138.058823529	90.3333333333	105.0	109.083333333	232.5	30.5	99.0909090909	73.5833333333
alpha_rarefaction_1526_1.txt	1526	1	146.3	79.0	149.0	150.375	235.033333333	233.454545455	113.75	234.052631579	210.352941176	188.0	205.272727273	159.111111111	84.0	85.1666666667	198.565217391	145.214285714	141.333333333	71.8	170.0	100.8125	50.6666666667	109.214285714	116.894736842	164.0	86.0	49.1428571429	133.833333333	90.4615384615	113.076923077	56.0	94.1111111111	91.0714285714	92.5	151.5	55.75	99.5	182.75	203.789473684	97.0	69.2727272727	68.0	121.090909091	85.2727272727	87.6666666667	105.083333333	99.6153846154	170.0	110.714285714	93.6666666667	55.25	176.833333333	93.1428571429	176.0	88.5	206.894736842	91.65	86.25	123.0	186.136363636	64.0	89.0909090909	70.5	82.1	142.090909091	128.909090909	54.75	149.0	149.0	64.875	102.090909091	108.0	141.0	152.5	166.0	42.1666666667	67.1666666667	123.6	65.0	69.9090909091	83.6666666667	288.3	164.272727273	254.666666667	85.25	169.285714286	137.0	98.0	105.083333333	118.5	246.75	29.0	95.8125	83.3333333333
alpha_rarefaction_1526_2.txt	1526	2	173.4	77.6666666667	279.6	172.136363636	214.038461538	208.333333333	117.0	276.0	280.588235294	209.115384615	231.291666667	164.375	79.8571428571	97.8571428571	213.136363636	164.0	125.647058824	93.5	176.0	89.25	72.0	127.363636364	151.214285714	151.526315789	59.1428571429	66.0	176.5	118.615384615	145.1	75.5	86.4615384615	59.5714285714	90.6875	114.0	47.4285714286	89.5555555556	195.25	153.954545455	79.5714285714	101.5	81.0	122.625	85.0	98.0714285714	97.1538461538	95.0	166.954545455	96.5625	73.0	32.6	241.25	112.625	192.115384615	74.0	202.555555556	92.25	81.0	131.666666667	177.6	113.0	109.0625	62.0	113.071428571	119.111111111	107.333333333	42.4285714286	134.0	158.666666667	76.6	116.363636364	85.5714285714	115.142857143	155.5	138.1875	88.5	69.6	136.0	66.0	70.125	95.0	271.625	151.333333333	255.791666667	82.25	189.136363636	106.157894737	62.5	114.1	91.0	197.75	41.0	92.8	81.375
alpha_rarefaction_1526_3.txt	1526	3	165.25	72.5	156.272727273	195.333333333	254.476190476	234.136363636	133.769230769	218.555555556	221.0	197.75	223.789473684	106.272727273	93.3	87.9090909091	203.4	126.4	134.545454545	65.7142857143	185.176470588	83.5833333333	74.3	100.153846154	109.461538462	154.428571429	79.6	52.0	165.3125	81.0	94.875	53.875	81.0	115.333333333	92.0	95.1538461538	52.4615384615	105.1	163.055555556	229.913043478	103.428571429	85.0	78.2	132.1	75.375	107.333333333	95.8666666667	113.214285714	143.916666667	101.0	142.25	68.1428571429	219.461538462	98.7692307692	184.285714286	83.5	180.047619048	88.5714285714	85.0	86.9090909091	225.772727273	37.75	144.333333333	57.625	110.076923077	110.0	116.214285714	52.0	169.5	128.5	76.0	104.6	96.8333333333	89.7692307692	143.909090909	139.0	54.5	84.25	174.909090909	64.75	59.75	81.1111111111	241.517241379	154.05	278.0	86.8571428571	167.15	138.25	60.125	115.230769231	97.0	200.882352941	29.5	99.2142857143	88.4
alpha_rarefaction_1526_4.txt	1526	4	165.285714286	81.0	147.166666667	174.142857143	226.0	241.55	120.0	215.111111111	192.105263158	234.058823529	213.913043478	118.0	87.25	98.4285714286	205.526315789	144.142857143	153.125	121.142857143	217.076923077	104.142857143	69.0	117.2	109.714285714	177.272727273	58.0	68.0	155.047619048	79.3529411765	104.714285714	70.6	94.1111111111	87.2307692308	97.9090909091	116.5	57.0	93.6666666667	133.555555556	185.230769231	87.0666666667	109.0	55.0	139.6	87.0	84.9285714286	96.0	106.076923077	162.2	138.142857143	90.0	102.333333333	151.0	108.0	191.0	73.0	221.5625	86.75	78.2142857143	93.0	192.043478261	63.5	125.333333333	54.0	91.25	110.6	132.272727273	53.0	174.047619048	136.75	83.1111111111	92.0588235294	106.0	94.0	162.125	143.0	37.0	65.5	157.75	55.0	61.2307692308	84.0	200.0	157.055555556	208.551724138	86.25	150.037037037	149.125	48.4285714286	108.545454545	94.9090909091	213.045454545	27.5	94.0555555556	93.6153846154
alpha_rarefaction_1526_5.txt	1526	5	137.066666667	131.5	130.066666667	207.176470588	258.37037037	239.64	109.1	256.105263158	178.047619048	184.6	187.130434783	140.8	73.3333333333	74.875	185.111111111	138.583333333	122.235294118	88.0909090909	229.111111111	83.5625	70.125	123.071428571	103.882352941	189.375	90.25	48.2	175.125	92.2307692308	105.4	69.0	97.6666666667	98.0	94.5	119.882352941	58.0	106.0	164.461538462	182.105263158	83.1	90.1111111111	65.5833333333	100.5	117.428571429	110.142857143	92.3529411765	111.076923077	169.052631579	105.714285714	92.875	52.1428571429	149.714285714	125.8	185.789473684	73.0	201.75	110.083333333	91.1	95.7692307692	186.3	42.0	113.545454545	63.6666666667	109.875	147.111111111	108.25	44.6666666667	153.05	164.090909091	82.2	97.5	83.1	91.5454545455	125.5	143.0	84.0	71.0	160.333333333	39.3333333333	88.1428571429	65.6	226.033333333	164.272727273	259.791666667	100.0	171.4	143.111111111	47.2	109.6	87.7142857143	221.526315789	30.3333333333	114.909090909	86.0
alpha_rarefaction_1526_6.txt	1526	6	152.142857143	93.25	178.333333333	190.681818182	241.772727273	184.794117647	119.1	236.8125	230.176470588	231.0	196.789473684	141.0	83.25	75.1111111111	181.4	106.625	130.111111111	93.3333333333	211.65	100.428571429	83.2	135.714285714	142.4	131.8125	80.1428571429	52.0	186.066666667	108.363636364	110.235294118	69.1428571429	81.1666666667	78.5	87.5	120.473684211	55.0	83.5	177.0	237.142857143	105.5	79.5	103.75	130.076923077	66.25	75.5263157895	95.0	107.076923077	142.55	100.1	92.6666666667	67.0	173.05	125.428571429	177.142857143	98.0	175.052631579	110.333333333	85.8333333333	101.3	211.4	32.6	106.9375	59.4285714286	97.0	104.25	135.428571429	60.0	179.105263158	161.15	69.3333333333	112.5	84.4615384615	93.1	142.066666667	152.5	41.8571428571	68.0	123.0	60.0	75.0	75.0	231.033333333	150.714285714	266.357142857	90.0	184.166666667	127.5	50.3333333333	113.1	123.5	214.142857143	39.5	112.076923077	79.8571428571
alpha_rarefaction_1526_7.txt	1526	7	182.473684211	108.5	165.076923077	239.315789474	278.75	228.076923077	104.4	209.833333333	205.041666667	238.555555556	207.125	103.75	75.4615384615	115.428571429	196.055555556	129.0625	116.083333333	74.1666666667	200.058823529	103.75	74.3	113.0	134.0	159.071428571	49.5	52.0	158.315789474	81.8571428571	108.75	67.0	85.75	80.0909090909	98.5454545455	106.230769231	61.0	91.0	154.071428571	164.137931034	96.5	110.625	62.625	99.3333333333	81.1111111111	99.6666666667	91.4375	102.769230769	169.153846154	96.9090909091	153.0	49.0	160.058823529	137.75	176.275862069	60.0	178.8	113.111111111	84.5	103.875	167.05	41.0	92.0	56.2	87.9090909091	102.4	131.153846154	48.5	176.647058824	154.058823529	65.625	114.5	83.0769230769	73.5	122.2	136.714285714	53.2	72.1428571429	123.647058824	39.3333333333	64.4285714286	80.0	201.0	130.75	233.46875	94.4285714286	171.055555556	144.75	53.1666666667	118.076923077	119.333333333	189.0	32.75	94.4375	93.5454545455
alpha_rarefaction_1526_8.txt	1526	8	149.0	80.2	161.0	221.125	260.24137931	221.9	109.588235294	223.0	209.677419355	175.37037037	206.125	138.8	83.2727272727	101.769230769	165.730769231	167.461538462	110.333333333	83.3	251.882352941	76.9285714286	77.0	101.0	117.368421053	125.090909091	62.5	67.2	177.0	72.75	108.0	61.4285714286	87.125	87.2307692308	98.0	106.647058824	75.2	99.0	159.666666667	191.0	156.857142857	76.5	67.8	138.6	85.4285714286	108.909090909	146.1	124.0	180.157894737	83.8125	93.875	51.0	156.0625	106.043478261	176.136363636	107.0	183.045454545	159.666666667	81.2727272727	101.230769231	203.333333333	37.0	127.0	52.0	100.75	117.909090909	124.230769231	47.0	198.5	146.619047619	65.5	109.666666667	105.1	99.0833333333	132.368421053	120.1875	53.5	68.0	121.75	72.0	61.3333333333	78.3333333333	234.555555556	135.541666667	210.0	91.1111111111	210.5	129.0	53.5	85.4	116.0	178.176470588	36.5	149.111111111	131.75
alpha_rarefaction_1526_9.txt	1526	9	147.176470588	88.0	169.875	201.473684211	251.64	239.666666667	126.066666667	302.625	253.315789474	217.058823529	213.416666667	173.25	75.0	105.875	184.434782609	120.833333333	120.4	93.2307692308	178.8	104.083333333	101.0	105.461538462	122.0	146.0	51.5	76.8571428571	143.4	100.625	109.0	70.125	89.1	103.8	106.083333333	120.1	56.1111111111	106.666666667	140.0	196.954545455	96.5	84.1666666667	64.0	108.769230769	66.625	78.2307692308	117.25	110.0	146.473684211	105.8125	98.0	46.0	169.588235294	112.0	147.791666667	66.1	170.5	117.625	106.111111111	92.125	212.5	38.5	118.2	53.0	94.6153846154	108.055555556	140.75	43.0	157.071428571	123.884615385	75.375	111.5	98.0909090909	105.0	141.526315789	114.55	45.5833333333	86.875	145.166666667	42.0	71.3333333333	81.3333333333	239.03125	168.272727273	244.535714286	100.0	207.5	149.8	70.5	106.545454545	104.25	252.25	28.6	104.0	110.2
alpha_rarefaction_3042_0.txt	3042	0	248.071428571	85.5	284.111111111	235.384615385	289.0	300.137931034	157.875	284.0	299.24	248.035714286	257.777777778	129.166666667	122.25	157.1	210.371428571	155.9375	121.052631579	83.0	197.0	101.0	83.3	155.071428571	171.230769231	215.0	73.0	65.1666666667	210.75	117.909090909	128.9375	60.1428571429	114.0	118.1	116.0	137.588235294	96.0	121.230769231	182.0	224.434782609	98.2307692308	94.375	92.0	133.3	99.1111111111	110.076923077	136.176470588	113.666666667	190.0625	131.625	78.0	75.5	164.84	150.75	245.6875	97.6666666667	231.12	103.545454545	121.0	117.0	271.038461538	85.0	110.117647059	72.0	101.928571429	116.153846154	134.0	46.25	182.05	157.647058824	74.625	146.25	107.375	111.5	141.476190476	137.3	58.0	72.8	149.545454545	56.75	86.3333333333	91.5	278.609756098	186.315789474	275.033333333	108.0	189.956521739	166.090909091	64.1428571429	122.25	117.0	282.0	46.0	112.545454545	117.0
alpha_rarefaction_3042_1.txt	3042	1	213.153846154	96.8333333333	192.461538462	224.0	347.375	304.75	135.9375	236.875	321.4	266.0	297.055555556	190.066666667	101.666666667	144.142857143	216.161290323	170.647058824	140.0	86.7142857143	232.65	120.3	74.1	133.25	142.461538462	195.928571429	67.1111111111	59.0	178.652173913	110.3	140.8	69.25	94.4615384615	125.6	97.2727272727	146.1875	64.375	100.230769231	153.9	214.04	117.0	92.1666666667	74.25	139.083333333	121.5	104.0	115.4	105.230769231	185.714285714	130.6	89.5714285714	43.0909090909	193.052631579	127.083333333	222.117647059	110.428571429	219.5	129.076923077	108.1	118.714285714	241.111111111	40.5	142.090909091	61.1428571429	123.5	114.769230769	133.214285714	61.2	179.954545455	148.052631579	90.1666666667	96.9090909091	113.375	98.9285714286	167.2	173.647058824	136.333333333	80.0	166.055555556	55.0	85.1428571429	100.0	254.25	227.5	283.09375	134.166666667	217.043478261	161.071428571	59.25	140.6	121.666666667	270.772727273	34.3333333333	137.2	101.666666667
alpha_rarefaction_3042_2.txt	3042	2	202.6875	106.2	176.75	221.0	306.043478261	258.0	150.1875	391.571428571	300.55	260.0	261.807692308	152.15	100.0	111.0	248.954545455	196.615384615	136.214285714	106.25	242.588235294	104.0	85.0	156.0	150.058823529	192.05	91.1111111111	89.6	182.272727273	114.0	131.071428571	107.5	117.0	108.25	103.2	110.875	63.6	110.153846154	184.0	248.875	97.6666666667	104.0	65.0	142.066666667	94.25	102.666666667	125.4	120.75	169.25	108.0	88.9090909091	51.8	270.6	129.083333333	214.045454545	78.0	238.368421053	106.4375	102.0	106.5	277.315789474	52.0	103.130434783	59.5	92.125	113.4	138.066666667	71.5	212.055555556	162.615384615	85.6	125.5	99.7692307692	126.071428571	153.882352941	178.666666667	73.0	79.0	173.157894737	45.3333333333	99.2	93.3333333333	264.09375	170.25	288.03125	94.6666666667	247.6875	146.071428571	56.0	113.5	121.0	290.6	47.0	102.571428571	102.3
alpha_rarefaction_3042_3.txt	3042	3	170.375	105.083333333	167.157894737	229.04	294.161290323	265.3125	131.647058824	228.428571429	259.730769231	244.111111111	213.277777778	165.5	151.857142857	121.666666667	204.551724138	173.363636364	129.4375	125.111111111	220.571428571	90.2307692308	83.3	163.352941176	147.0	229.615384615	74.0	71.6	235.176470588	101.461538462	122.666666667	67.0	99.5	108.647058824	97.2727272727	131.0	67.0	114.428571429	174.2	249.2	128.5	99.1538461538	69.0	120.352941176	99.2	107.25	131.2	102.909090909	152.5	95.6666666667	131.166666667	66.0	173.0	137.0	206.833333333	76.8	268.25	112.25	95.8333333333	121.875	246.44	48.1428571429	103.125	71.0	110.3	143.75	140.076923077	43.5	179.161290323	163.75	73.5	145.75	89.0769230769	112.769230769	156.066666667	152.05	60.3333333333	72.0	175.882352941	41.5	85.0	89.2727272727	263.032258065	178.066666667	265.923076923	89.5625	191.037037037	162.0	84.0	123.3	134.5	248.5	49.0	130.0	96.3636363636
alpha_rarefaction_3042_4.txt	3042	4	174.15	96.0	173.0	234.230769231	309.307692308	281.791666667	144.909090909	234.837837838	257.12	252.807692308	242.25	158.333333333	113.0	123.0	196.0	142.0	150.1	80.1111111111	226.206896552	105.153846154	97.1428571429	155.615384615	170.0	192.315789474	132.0	66.2	189.037037037	112.090909091	111.769230769	76.5	85.5833333333	110.666666667	119.769230769	134.0	72.2	96.1	192.4	220.681818182	93.5833333333	112.5	65.625	131.8125	104.25	112.230769231	171.5	111.214285714	168.5	117.090909091	80.5454545455	54.75	202.5	110.058823529	253.8125	78.2727272727	209.129032258	133.625	104.25	123.5	233.416666667	51.0	127.066666667	59.6	101.909090909	111.0	157.5	46.1428571429	167.777777778	147.884615385	84.8	102.153846154	104.545454545	120.3	150.625	150.25	70.5	65.625	166.285714286	43.6666666667	88.0	111.142857143	282.2	184.058823529	306.652173913	97.125	204.526315789	131.473684211	81.25	128.25	134.5	244.625	31.0	138.545454545	117.2
alpha_rarefaction_3042_5.txt	3042	5	187.047619048	127.428571429	153.0	223.954545455	316.037037037	262.777777778	151.214285714	291.935483871	238.125	269.142857143	231.041666667	205.0	94.4375	126.909090909	280.894736842	201.666666667	132.181818182	109.666666667	278.066666667	102.666666667	112.5	136.375	177.666666667	181.0	57.5	72.6	190.833333333	116.111111111	160.125	81.5	103.0	103.0	96.2142857143	152.0	91.875	110.125	156.0	273.434782609	92.25	99.4615384615	72.625	141.5	87.0	107.5	103.6875	117.5	189.75	120.375	88.1428571429	48.0909090909	242.176470588	128.071428571	217.454545455	118.0	222.105263158	109.0	100.25	114.1	227.0	44.6666666667	115.230769231	70.2	137.857142857	119.090909091	153.153846154	61.0	203.166666667	173.75	75.0	105.571428571	112.857142857	100.714285714	139.055555556	161.75	61.125	101.0	185.076923077	48.4285714286	97.3333333333	116.0	280.0	182.714285714	270.034482759	102.1	198.0	138.3	65.6666666667	131.25	108.111111111	244.565217391	28.75	119.0	147.0
alpha_rarefaction_3042_6.txt	3042	6	176.3125	106.25	185.647058824	247.714285714	309.0625	279.46875	121.4	280.789473684	243.0	273.913043478	244.0	145.5	85.3333333333	101.153846154	250.933333333	139.791666667	136.647058824	92.25	242.666666667	95.5714285714	70.6	163.866666667	187.0	191.157894737	64.0	75.5	218.619047619	105.235294118	119.0	68.5	100.0	116.066666667	113.928571429	119.588235294	63.1111111111	97.5	208.1	223.111111111	114.5	108.111111111	84.3333333333	165.6	113.666666667	106.4375	110.571428571	119.714285714	176.84	106.363636364	112.545454545	65.0	241.090909091	118.333333333	226.473684211	87.0	247.833333333	104.545454545	83.0588235294	130.8	207.333333333	37.75	109.285714286	65.1111111111	102.5625	105.272727273	179.75	66.3333333333	206.125	184.272727273	123.5	123.5	116.333333333	101.461538462	141.0	175.214285714	55.5454545455	82.2	178.25	60.6	104.0	109.428571429	272.1875	183.954545455	323.757575758	117.25	189.0	159.375	54.6	131.25	113.55	220.0	31.2	153.0	110.111111111
alpha_rarefaction_3042_7.txt	3042	7	186.235294118	119.5	180.75	270.666666667	338.454545455	255.2	182.111111111	281.260869565	270.037037037	249.166666667	255.636363636	166.25	106.272727273	111.75	275.5	142.157894737	177.272727273	114.5	254.125	100.230769231	82.1428571429	167.0	144.1875	251.272727273	86.5	71.0	181.25	111.272727273	105.461538462	68.1428571429	90.5	128.5	109.0	158.8	64.8	135.0	165.352941176	240.357142857	118.090909091	111.1	82.1666666667	135.230769231	85.8	101.176470588	129.5	117.4	194.5	127.0	93.25	63.4285714286	181.291666667	147.615384615	199.620689655	77.125	228.75	132.0	88.0	133.545454545	207.6	45.6666666667	125.142857143	60.6	113.0	147.142857143	163.461538462	46.1428571429	187.0	176.315789474	99.2	112.25	102.461538462	134.333333333	151.375	166.866666667	71.375	80.5	160.615384615	56.0	74.5	97.1666666667	309.555555556	226.058823529	281.206896552	127.25	200.272727273	157.1875	56.0	116.1	143.0	252.5	37.25	116.428571429	107.0
